HomeTeam,VisitingTeam,Home_Matches_Wo,Visitor_Matches_won,winner,loser,matchdate,scorecrdid,descr,positionplayed,score,winnersTeamName,losersTeamName,hteamid,vteamid,MatchdateOrderBy,PositionOrderBy,ScoreCardIDOrderBy
"Pittsburgh, University of",Carnegie Mellon University,3,6,"Zhu, Daniel S","Countess, Clay ",10/6/2019,135712,CSA Men,1,"11-5,11-6,11-7",Carnegie Mellon University,"Pittsburgh, University of",25543,25521,10/6/2019,1,135712
"Pittsburgh, University of",Carnegie Mellon University,3,6,"Nelson, Sam ","Grant, Adam ",10/6/2019,135712,CSA Men,2,"11-6,11-6,11-4","Pittsburgh, University of",Carnegie Mellon University,25543,25521,10/6/2019,2,135712
"Pittsburgh, University of",Carnegie Mellon University,3,6,"Haggerty, Lucas ","Hagani, Rachel ",10/6/2019,135712,CSA Men,3,"8-11,11-7,10-12,12-10,11-8","Pittsburgh, University of",Carnegie Mellon University,25543,25521,10/6/2019,3,135712
"Pittsburgh, University of",Carnegie Mellon University,3,6,"Marcus, Robert ","Stang, Brendan ",10/6/2019,135712,CSA Men,4,"11-7,11-4,11-8",Carnegie Mellon University,"Pittsburgh, University of",25543,25521,10/6/2019,4,135712
"Pittsburgh, University of",Carnegie Mellon University,3,6,"Meyers, Jacob ","Filosa, Jackson ",10/6/2019,135712,CSA Men,5,"11-3,11-5,11-6",Carnegie Mellon University,"Pittsburgh, University of",25543,25521,10/6/2019,5,135712
"Pittsburgh, University of",Carnegie Mellon University,3,6,"Kim, Ashley ","Stuart, Peyton ",10/6/2019,135712,CSA Men,6,"11-3,14-16,11-3,6-11,11-3",Carnegie Mellon University,"Pittsburgh, University of",25543,25521,10/6/2019,6,135712
"Pittsburgh, University of",Carnegie Mellon University,3,6,"Jain, Punya ","Klatchko, William ",10/6/2019,135712,CSA Men,7,"11-8,11-1,11-5",Carnegie Mellon University,"Pittsburgh, University of",25543,25521,10/6/2019,7,135712
"Pittsburgh, University of",Carnegie Mellon University,3,6,"Perkins, David ","Nakic, Adrian ",10/6/2019,135712,CSA Men,8,"11-4,11-7,11-8","Pittsburgh, University of",Carnegie Mellon University,25543,25521,10/6/2019,8,135712
"Pittsburgh, University of",Carnegie Mellon University,3,6,"Al-Ani, Samer ","Williams, Adam ",10/6/2019,135712,CSA Men,9,"14-12,11-9,14-12",Carnegie Mellon University,"Pittsburgh, University of",25543,25521,10/6/2019,9,135712
"Pittsburgh, University of",Carnegie Mellon University,3,6,"Rannulu, Hasala ","Garrison, Aaron ",10/6/2019,135712,CSA Men,10,"14-16,11-4,11-8,11-9","Pittsburgh, University of",Carnegie Mellon University,25543,25521,10/6/2019,10,135712
Kenyon College,Indiana University Bloomington,1,8,"Sankla, Niraj ","Keyes, Norman ",10/19/2019,140856,CSA Men,1,"11-6,11-5,11-5",Indiana University Bloomington,Kenyon College,25355,25403,10/19/2019,1,140856
Kenyon College,Indiana University Bloomington,1,8,"Mohta, Suyash ",unknown2,10/19/2019,140856,CSA Men,2,"11-6,11-5,11-4",Indiana University Bloomington,Kenyon College,25355,25403,10/19/2019,2,140856
Kenyon College,Indiana University Bloomington,1,8,"Gordon, Colby A.",unknown2,10/19/2019,140856,CSA Men,3,"11-6,11-5,11-3",Indiana University Bloomington,Kenyon College,25355,25403,10/19/2019,3,140856
Kenyon College,Indiana University Bloomington,1,8,"Kapoor, Dhruv ",unknown2,10/19/2019,140856,CSA Men,4,"11-0,11-1,11-3",Indiana University Bloomington,Kenyon College,25355,25403,10/19/2019,4,140856
Kenyon College,Indiana University Bloomington,1,8,"Arora, Dhananjaya ",unknown2,10/19/2019,140856,CSA Men,5,"11-5,11-4,11-6",Indiana University Bloomington,Kenyon College,25355,25403,10/19/2019,5,140856
Kenyon College,Indiana University Bloomington,1,8,"Sureka, Akshat ",unknown2,10/19/2019,140856,CSA Men,6,"11-7,11-3,11-4",Indiana University Bloomington,Kenyon College,25355,25403,10/19/2019,6,140856
Kenyon College,Indiana University Bloomington,1,8,"Meka, Vijaya Lakshman ",unknown2,10/19/2019,140856,CSA Men,7,"11-6,11-9,11-8",Indiana University Bloomington,Kenyon College,25355,25403,10/19/2019,7,140856
Kenyon College,Indiana University Bloomington,1,8,"Sharma, Raunav ",unknown2,10/19/2019,140856,CSA Men,8,"11-0,11-1,11-1",Indiana University Bloomington,Kenyon College,25355,25403,10/19/2019,8,140856
Kenyon College,Indiana University Bloomington,1,8,unknown1,unknown2,10/19/2019,140856,CSA Men,9,"11-0,11-0,11-0",Kenyon College,Indiana University Bloomington,25355,25403,10/19/2019,9,140856
Kenyon College,Indiana University Bloomington,1,8,unknown1,unknown2,10/19/2019,140856,CSA Men,10,"11-0,11-0,11-0",Indiana University Bloomington,Kenyon College,25355,25403,10/19/2019,10,140856
Ohio St University,Kenyon College,8,1,"Schmidt, Joe D.",unknown2,10/19/2019,141200,CSA Men,1,"11-1,11-3,11-2",Ohio St University,Kenyon College,25398,25355,10/19/2019,1,141200
Ohio St University,Kenyon College,8,1,"Kovalovich, Corey ",unknown2,10/19/2019,141200,CSA Men,2,"11-4,11-3,11-2",Ohio St University,Kenyon College,25398,25355,10/19/2019,2,141200
Ohio St University,Kenyon College,8,1,"Wilson, Reid ",unknown2,10/19/2019,141200,CSA Men,3,"11-6,11-5,11-1",Ohio St University,Kenyon College,25398,25355,10/19/2019,3,141200
Ohio St University,Kenyon College,8,1,"Saad, Mohammed ",unknown2,10/19/2019,141200,CSA Men,4,"11-3,11-1,11-2",Ohio St University,Kenyon College,25398,25355,10/19/2019,4,141200
Ohio St University,Kenyon College,8,1,"Fabec, Noah ",unknown2,10/19/2019,141200,CSA Men,5,"11-2,11-4,11-5",Ohio St University,Kenyon College,25398,25355,10/19/2019,5,141200
Ohio St University,Kenyon College,8,1,"Sreeram, Rahul ",unknown2,10/19/2019,141200,CSA Men,6,"11-2,11-5,11-5",Ohio St University,Kenyon College,25398,25355,10/19/2019,6,141200
Ohio St University,Kenyon College,8,1,"Hutton, Addison ",unknown2,10/19/2019,141200,CSA Men,7,"11-4,11-5,11-2",Ohio St University,Kenyon College,25398,25355,10/19/2019,7,141200
Ohio St University,Kenyon College,8,1,"Ahmed, Wassay ",unknown2,10/19/2019,141200,CSA Men,8,"11-4,11-3,11-6",Ohio St University,Kenyon College,25398,25355,10/19/2019,8,141200
Ohio St University,Kenyon College,8,1,unknown1,unknown2,10/19/2019,141200,CSA Men,9,"11-7,11-7,11-7",Kenyon College,Ohio St University,25398,25355,10/19/2019,9,141200
Ohio St University,Kenyon College,8,1,unknown1,unknown2,10/19/2019,141200,CSA Men,10,"11-0,11-0,11-0",Ohio St University,Kenyon College,25398,25355,10/19/2019,10,141200
Ohio St University,Indiana University Bloomington,6,3,"Schmidt, Joe D.","Sankla, Niraj ",10/19/2019,141201,CSA Men,1,"11-7,11-7,11-7",Ohio St University,Indiana University Bloomington,25398,25403,10/19/2019,1,141201
Ohio St University,Indiana University Bloomington,6,3,"Kovalovich, Corey ","Mohta, Suyash ",10/19/2019,141201,CSA Men,2,"11-7,11-7,11-7",Ohio St University,Indiana University Bloomington,25398,25403,10/19/2019,2,141201
Ohio St University,Indiana University Bloomington,6,3,"Wilson, Reid ","Gordon, Colby A.",10/19/2019,141201,CSA Men,3,"11-7,4-11,11-8,9-11,11-7",Ohio St University,Indiana University Bloomington,25398,25403,10/19/2019,3,141201
Ohio St University,Indiana University Bloomington,6,3,"Saad, Mohammed ","Kapoor, Dhruv ",10/19/2019,141201,CSA Men,4,"11-4,11-7,8-11,11-3",Ohio St University,Indiana University Bloomington,25398,25403,10/19/2019,4,141201
Ohio St University,Indiana University Bloomington,6,3,"Fabec, Noah ","Arora, Dhananjaya ",10/19/2019,141201,CSA Men,5,"11-7,11-7,11-8",Ohio St University,Indiana University Bloomington,25398,25403,10/19/2019,5,141201
Ohio St University,Indiana University Bloomington,6,3,"Sureka, Akshat ","Sreeram, Rahul ",10/19/2019,141201,CSA Men,6,"12-10,7-11,11-5,3-11,11-5",Indiana University Bloomington,Ohio St University,25398,25403,10/19/2019,6,141201
Ohio St University,Indiana University Bloomington,6,3,"Meka, Vijaya Lakshman ","Hutton, Addison ",10/19/2019,141201,CSA Men,7,"7-11,7-11,11-7,11-7,11-7",Indiana University Bloomington,Ohio St University,25398,25403,10/19/2019,7,141201
Ohio St University,Indiana University Bloomington,6,3,"Sharma, Raunav ",unknown2,10/19/2019,141201,CSA Men,8,"11-7,11-7,11-7",Indiana University Bloomington,Ohio St University,25398,25403,10/19/2019,8,141201
Ohio St University,Indiana University Bloomington,6,3,unknown1,unknown2,10/19/2019,141201,CSA Men,9,"11-0,11-0,11-0",Ohio St University,Indiana University Bloomington,25398,25403,10/19/2019,9,141201
Ohio St University,Indiana University Bloomington,6,3,unknown1,unknown2,10/19/2019,141201,CSA Men,10,"11-0,11-0,11-0",Ohio St University,Indiana University Bloomington,25398,25403,10/19/2019,10,141201
Ohio St University,Indiana University Bloomington,6,3,"Kovalovich, Corey ","Mohta, Suyash ",10/20/2019,141203,CSA Men,1,"11-3,11-2,11-1",Ohio St University,Indiana University Bloomington,25398,25403,10/20/2019,1,141203
Ohio St University,Indiana University Bloomington,6,3,"Schmidt, Joe D.","Arora, Dhananjaya ",10/20/2019,141203,CSA Men,2,"11-7,11-9,11-4",Ohio St University,Indiana University Bloomington,25398,25403,10/20/2019,2,141203
Ohio St University,Indiana University Bloomington,6,3,"Saad, Mohammed ","Gordon, Colby A.",10/20/2019,141203,CSA Men,3,"5-11,11-5,11-9,11-9",Ohio St University,Indiana University Bloomington,25398,25403,10/20/2019,3,141203
Ohio St University,Indiana University Bloomington,6,3,"Sankla, Niraj ","Wilson, Reid ",10/20/2019,141203,CSA Men,4,"11-4,11-7,11-3",Indiana University Bloomington,Ohio St University,25398,25403,10/20/2019,4,141203
Ohio St University,Indiana University Bloomington,6,3,"Fabec, Noah ","Kapoor, Dhruv ",10/20/2019,141203,CSA Men,5,"11-5,7-11,12-14,11-8,11-7",Ohio St University,Indiana University Bloomington,25398,25403,10/20/2019,5,141203
Ohio St University,Indiana University Bloomington,6,3,"Sureka, Akshat ","Hutton, Addison ",10/20/2019,141203,CSA Men,6,"11-6,11-5,11-9",Indiana University Bloomington,Ohio St University,25398,25403,10/20/2019,6,141203
Ohio St University,Indiana University Bloomington,6,3,"Sreeram, Rahul ","Meka, Vijaya Lakshman ",10/20/2019,141203,CSA Men,7,"13-11,9-11,7-11,11-7,11-9",Ohio St University,Indiana University Bloomington,25398,25403,10/20/2019,7,141203
Ohio St University,Indiana University Bloomington,6,3,"Sharma, Raunav ",unknown2,10/20/2019,141203,CSA Men,8,"11-7,11-7,11-7",Indiana University Bloomington,Ohio St University,25398,25403,10/20/2019,8,141203
Ohio St University,Indiana University Bloomington,6,3,unknown1,unknown2,10/20/2019,141203,CSA Men,9,"11-0,11-0,11-0",Ohio St University,Indiana University Bloomington,25398,25403,10/20/2019,9,141203
Ohio St University,Indiana University Bloomington,6,3,unknown1,unknown2,10/20/2019,141203,CSA Men,10,"11-0,11-0,11-0",Ohio St University,Indiana University Bloomington,25398,25403,10/20/2019,10,141203
Chatham University,Denison University,6,3,"Malik, Abdul ","Bekhiet, Ibrahim ",10/25/2019,136211,CSA Men,1,"11-7,11-4,11-7",Chatham University,Denison University,25407,25351,10/25/2019,1,136211
Chatham University,Denison University,6,3,"Sadek, Mohamed ","Rosenberg, Henry ",10/25/2019,136211,CSA Men,2,"11-7,11-7,11-7",Chatham University,Denison University,25407,25351,10/25/2019,2,136211
Chatham University,Denison University,6,3,"Muniz, Vinicius ","Poole, D. Graham ",10/25/2019,136211,CSA Men,3,"11-7,11-7,11-7",Chatham University,Denison University,25407,25351,10/25/2019,3,136211
Chatham University,Denison University,6,3,"Abdelkhalik, Alaaeldin ","Reifschneider, Mario ",10/25/2019,136211,CSA Men,4,"11-7,11-7,11-7",Chatham University,Denison University,25407,25351,10/25/2019,4,136211
Chatham University,Denison University,6,3,"Tejada, Christopher ","Ferrick, Michael J.",10/25/2019,136211,CSA Men,5,"11-7,11-7,11-7",Chatham University,Denison University,25407,25351,10/25/2019,5,136211
Chatham University,Denison University,6,3,"Chin Lee, Michael ","Porterfield, Zane ",10/25/2019,136211,CSA Men,6,"11-7,11-7,11-7",Denison University,Chatham University,25407,25351,10/25/2019,6,136211
Chatham University,Denison University,6,3,"Mehm, Maximilian ","Duclos, Jeffrey ",10/25/2019,136211,CSA Men,7,"11-7,11-7,11-7",Denison University,Chatham University,25407,25351,10/25/2019,7,136211
Chatham University,Denison University,6,3,"Quigley, Reece ","Brannon, Drew ",10/25/2019,136211,CSA Men,8,"11-7,11-7,11-7",Denison University,Chatham University,25407,25351,10/25/2019,8,136211
Chatham University,Denison University,6,3,"Aung, Harry ","Taylor, Mark ",10/25/2019,136211,CSA Men,9,"7-11,7-11,11-7,11-7,11-7",Chatham University,Denison University,25407,25351,10/25/2019,9,136211
Chatham University,Denison University,6,3,"Fobes, Mark ","Rathod, Jash ",10/25/2019,136211,CSA Men,10,"11-7,11-7,11-7",Chatham University,Denison University,25407,25351,10/25/2019,10,136211
Bucknell University,Denison University,7,2,"McFadden, Delancey R.","Rosenberg, Henry ",10/26/2019,136212,CSA Men,1,"11-5,11-9,5-11,11-5",Bucknell University,Denison University,25377,25351,10/26/2019,1,136212
Bucknell University,Denison University,7,2,"Johnson, Riggs ","Poole, D. Graham ",10/26/2019,136212,CSA Men,2,"11-2,11-9,11-4",Bucknell University,Denison University,25377,25351,10/26/2019,2,136212
Bucknell University,Denison University,7,2,"Ferguson, Kyle S","Reifschneider, Mario ",10/26/2019,136212,CSA Men,3,"18-16,11-7,7-11,3-11,11-6",Bucknell University,Denison University,25377,25351,10/26/2019,3,136212
Bucknell University,Denison University,7,2,"Ferrick, Michael J.","Yekelchik, Bryan ",10/26/2019,136212,CSA Men,4,"6-11,9-11,11-6,11-4,11-9",Denison University,Bucknell University,25377,25351,10/26/2019,4,136212
Bucknell University,Denison University,7,2,unknown1,"Chin Lee, Michael ",10/26/2019,136212,CSA Men,5,"11-7,11-3,11-7",Bucknell University,Denison University,25377,25351,10/26/2019,5,136212
Bucknell University,Denison University,7,2,"Oliphant, Maxwell ","Mehm, Maximilian ",10/26/2019,136212,CSA Men,6,"11-8,11-6,11-4",Bucknell University,Denison University,25377,25351,10/26/2019,6,136212
Bucknell University,Denison University,7,2,"Quigley, Reece ","Khalil, Mark ",10/26/2019,136212,CSA Men,7,"11-9,12-10,16-14",Denison University,Bucknell University,25377,25351,10/26/2019,7,136212
Bucknell University,Denison University,7,2,"Hennig, Will ","Taylor, Mark ",10/26/2019,136212,CSA Men,8,"11-7,11-6,11-4",Bucknell University,Denison University,25377,25351,10/26/2019,8,136212
Bucknell University,Denison University,7,2,"Savin, George ","Rathod, Jash ",10/26/2019,136212,CSA Men,9,"11-5,11-2,11-1",Bucknell University,Denison University,25377,25351,10/26/2019,9,136212
Bucknell University,Denison University,7,2,unknown1,unknown2,10/26/2019,136212,CSA Men,10,"11-0,11-0,11-0",Bucknell University,Denison University,25377,25351,10/26/2019,10,136212
Chatham University,Bucknell University,6,3,"Malik, Abdul ","McFadden, Delancey R.",10/26/2019,136316,CSA Men,1,"11-7,11-7,11-7",Chatham University,Bucknell University,25407,25377,10/26/2019,1,136316
Chatham University,Bucknell University,6,3,"Sadek, Mohamed ","Johnson, Riggs ",10/26/2019,136316,CSA Men,2,"11-7,11-7,11-7",Chatham University,Bucknell University,25407,25377,10/26/2019,2,136316
Chatham University,Bucknell University,6,3,"Muniz, Vinicius ","Ferguson, Kyle S",10/26/2019,136316,CSA Men,3,"11-7,11-7,11-7",Chatham University,Bucknell University,25407,25377,10/26/2019,3,136316
Chatham University,Bucknell University,6,3,"Abdelkhalik, Alaaeldin ","Yekelchik, Bryan ",10/26/2019,136316,CSA Men,4,"11-7,11-7,11-7",Chatham University,Bucknell University,25407,25377,10/26/2019,4,136316
Chatham University,Bucknell University,6,3,"Tejada, Christopher ","Hanson, Tarquin ",10/26/2019,136316,CSA Men,5,"11-7,11-7,11-7",Chatham University,Bucknell University,25407,25377,10/26/2019,5,136316
Chatham University,Bucknell University,6,3,"Oliphant, Maxwell ","Porterfield, Zane ",10/26/2019,136316,CSA Men,6,"11-7,11-7,11-7",Bucknell University,Chatham University,25407,25377,10/26/2019,6,136316
Chatham University,Bucknell University,6,3,"Khalil, Mark ","Duclos, Jeffrey ",10/26/2019,136316,CSA Men,7,"11-7,11-7,11-7",Bucknell University,Chatham University,25407,25377,10/26/2019,7,136316
Chatham University,Bucknell University,6,3,"Hennig, Will ","Brannon, Drew ",10/26/2019,136316,CSA Men,8,"11-7,11-7,11-7",Bucknell University,Chatham University,25407,25377,10/26/2019,8,136316
Chatham University,Bucknell University,6,3,"Aung, Harry ","Savin, George ",10/26/2019,136316,CSA Men,9,"11-7,11-7,11-7",Chatham University,Bucknell University,25407,25377,10/26/2019,9,136316
Chatham University,Bucknell University,6,3,"Fobes, Mark ",unknown2,10/26/2019,136316,CSA Men,10,"11-7,11-7,11-7",Chatham University,Bucknell University,25407,25377,10/26/2019,10,136316
Johns Hopkins University,"Pittsburgh, University of",9,0,"Daniel, William Q","Countess, Clay ",10/26/2019,137322,CSA Men,1,"11-9,11-8,12-10",Johns Hopkins University,"Pittsburgh, University of",25378,25543,10/26/2019,1,137322
Johns Hopkins University,"Pittsburgh, University of",9,0,"Tritsch, Michael R","Nelson, Sam ",10/26/2019,137322,CSA Men,2,"14-12,11-6,11-5",Johns Hopkins University,"Pittsburgh, University of",25378,25543,10/26/2019,2,137322
Johns Hopkins University,"Pittsburgh, University of",9,0,"Coffin, Preston ","Haggerty, Lucas ",10/26/2019,137322,CSA Men,3,"11-7,11-8,11-6",Johns Hopkins University,"Pittsburgh, University of",25378,25543,10/26/2019,3,137322
Johns Hopkins University,"Pittsburgh, University of",9,0,"Yang, Dokyung ","Filosa, Jackson ",10/26/2019,137322,CSA Men,4,"11-4,11-5,11-5",Johns Hopkins University,"Pittsburgh, University of",25378,25543,10/26/2019,4,137322
Johns Hopkins University,"Pittsburgh, University of",9,0,"Osman, Adam ","Stuart, Peyton ",10/26/2019,137322,CSA Men,5,"11-4,11-2,11-2",Johns Hopkins University,"Pittsburgh, University of",25378,25543,10/26/2019,5,137322
Johns Hopkins University,"Pittsburgh, University of",9,0,"Safran, Nathan ","Klatchko, William ",10/26/2019,137322,CSA Men,6,"11-6,11-1,11-6",Johns Hopkins University,"Pittsburgh, University of",25378,25543,10/26/2019,6,137322
Johns Hopkins University,"Pittsburgh, University of",9,0,"Spanos, John ","Vostal, Nik ",10/26/2019,137322,CSA Men,7,"11-7,11-2,11-6",Johns Hopkins University,"Pittsburgh, University of",25378,25543,10/26/2019,7,137322
Johns Hopkins University,"Pittsburgh, University of",9,0,"Schindler, John ","Perkins, David ",10/26/2019,137322,CSA Men,8,"11-8,11-5,11-9",Johns Hopkins University,"Pittsburgh, University of",25378,25543,10/26/2019,8,137322
Johns Hopkins University,"Pittsburgh, University of",9,0,"Khanna, Amol ","Williams, Adam ",10/26/2019,137322,CSA Men,9,"11-6,12-10,11-9",Johns Hopkins University,"Pittsburgh, University of",25378,25543,10/26/2019,9,137322
Johns Hopkins University,"Pittsburgh, University of",9,0,"Zmily, Sam ",unknown2,10/26/2019,137322,CSA Men,10,"11-0,11-0,11-0",Johns Hopkins University,"Pittsburgh, University of",25378,25543,10/26/2019,10,137322
Johns Hopkins University,Swarthmore College,8,1,"Daniel, William Q","Gunn, Robert ",10/26/2019,137323,CSA Men,1,"11-8,11-6,11-4",Johns Hopkins University,Swarthmore College,25378,25387,10/26/2019,1,137323
Johns Hopkins University,Swarthmore College,8,1,"Tritsch, Michael R","Pitock, Nathan ",10/26/2019,137323,CSA Men,2,"11-2,11-3,11-7",Johns Hopkins University,Swarthmore College,25378,25387,10/26/2019,2,137323
Johns Hopkins University,Swarthmore College,8,1,"Coffin, Preston ","Wu, Eddie ",10/26/2019,137323,CSA Men,3,"11-8,11-4,11-5",Johns Hopkins University,Swarthmore College,25378,25387,10/26/2019,3,137323
Johns Hopkins University,Swarthmore College,8,1,"Yang, Dokyung ","Sutton, James R. ",10/26/2019,137323,CSA Men,4,"11-8,11-6,11-7",Johns Hopkins University,Swarthmore College,25378,25387,10/26/2019,4,137323
Johns Hopkins University,Swarthmore College,8,1,"Osman, Adam ","Dhillon, Sannan ",10/26/2019,137323,CSA Men,5,"11-7,11-3,11-4",Johns Hopkins University,Swarthmore College,25378,25387,10/26/2019,5,137323
Johns Hopkins University,Swarthmore College,8,1,"Safran, Nathan ","Shan, Paris ",10/26/2019,137323,CSA Men,6,"11-2,11-1,11-3",Johns Hopkins University,Swarthmore College,25378,25387,10/26/2019,6,137323
Johns Hopkins University,Swarthmore College,8,1,"Spanos, John ","Shan, Allison ",10/26/2019,137323,CSA Men,7,"11-8,11-3,11-1",Johns Hopkins University,Swarthmore College,25378,25387,10/26/2019,7,137323
Johns Hopkins University,Swarthmore College,8,1,"Epstein, Dawson ","Schindler, John ",10/26/2019,137323,CSA Men,8,"11-8,11-8,13-11",Swarthmore College,Johns Hopkins University,25378,25387,10/26/2019,8,137323
Johns Hopkins University,Swarthmore College,8,1,"Khanna, Amol ","Soutendijk, Tyler ",10/26/2019,137323,CSA Men,9,"11-3,12-10,11-9",Johns Hopkins University,Swarthmore College,25378,25387,10/26/2019,9,137323
Johns Hopkins University,Swarthmore College,8,1,"Zmily, Sam ","Halepoto, Sameer ",10/26/2019,137323,CSA Men,10,"11-4,11-8,11-6",Johns Hopkins University,Swarthmore College,25378,25387,10/26/2019,10,137323
"Richmond, University of",Washington University in St. Louis,2,7,"Jalan, Yash ","Scharf, Russell ",10/26/2019,139653,CSA Men,1,"11-4,11-5,11-6","Richmond, University of",Washington University in St. Louis,25389,25382,10/26/2019,1,139653
"Richmond, University of",Washington University in St. Louis,2,7,"Manges, Teddy ","Wiersbitzky, Ryan ",10/26/2019,139653,CSA Men,2,"12-10,8-11,6-11,11-9,12-10","Richmond, University of",Washington University in St. Louis,25389,25382,10/26/2019,2,139653
"Richmond, University of",Washington University in St. Louis,2,7,"parisi, reid ","Putterman, Benjamin ",10/26/2019,139653,CSA Men,3,"11-5,11-6,11-4",Washington University in St. Louis,"Richmond, University of",25389,25382,10/26/2019,3,139653
"Richmond, University of",Washington University in St. Louis,2,7,"Browder, Connor C.","Gowen, Francis ",10/26/2019,139653,CSA Men,4,"11-7,8-11,11-4,11-5",Washington University in St. Louis,"Richmond, University of",25389,25382,10/26/2019,4,139653
"Richmond, University of",Washington University in St. Louis,2,7,"Lu, Johnny ","Na, Tommy ",10/26/2019,139653,CSA Men,5,"11-7,11-4,11-9",Washington University in St. Louis,"Richmond, University of",25389,25382,10/26/2019,5,139653
"Richmond, University of",Washington University in St. Louis,2,7,"Anderson, Bo ","Massie, Hampton ",10/26/2019,139653,CSA Men,6,"11-8,11-2,11-3",Washington University in St. Louis,"Richmond, University of",25389,25382,10/26/2019,6,139653
"Richmond, University of",Washington University in St. Louis,2,7,"Bhattacharyya, Atri ","Kichline, Andrew ",10/26/2019,139653,CSA Men,7,"11-7,11-8,11-2",Washington University in St. Louis,"Richmond, University of",25389,25382,10/26/2019,7,139653
"Richmond, University of",Washington University in St. Louis,2,7,"Anand, Apaar ",unknown2,10/26/2019,139653,CSA Men,8,"11-0,11-0,11-0",Washington University in St. Louis,"Richmond, University of",25389,25382,10/26/2019,8,139653
"Richmond, University of",Washington University in St. Louis,2,7,"Ferguson, Christopher ",unknown2,10/26/2019,139653,CSA Men,9,"11-0,11-0,11-0",Washington University in St. Louis,"Richmond, University of",25389,25382,10/26/2019,9,139653
"Richmond, University of",Washington University in St. Louis,2,7,"Ortiz, Julian ",unknown2,10/26/2019,139653,CSA Men,10,"11-7,11-7,11-7",Washington University in St. Louis,"Richmond, University of",25389,25382,10/26/2019,10,139653
"Richmond, University of",Sewanee: University of the South,9,0,"Jalan, Yash ",unknown2,10/26/2019,139654,CSA Men,1,"11-5,11-7,11-9","Richmond, University of",Sewanee: University of the South,25389,25385,10/26/2019,1,139654
"Richmond, University of",Sewanee: University of the South,9,0,"Manges, Teddy ",unknown2,10/26/2019,139654,CSA Men,2,"11-2,13-11,11-7","Richmond, University of",Sewanee: University of the South,25389,25385,10/26/2019,2,139654
"Richmond, University of",Sewanee: University of the South,9,0,"Putterman, Benjamin ",unknown2,10/26/2019,139654,CSA Men,3,"9-11,11-9,11-7,11-4","Richmond, University of",Sewanee: University of the South,25389,25385,10/26/2019,3,139654
"Richmond, University of",Sewanee: University of the South,9,0,"Gowen, Francis ",unknown2,10/26/2019,139654,CSA Men,4,"11-4,11-5,11-3","Richmond, University of",Sewanee: University of the South,25389,25385,10/26/2019,4,139654
"Richmond, University of",Sewanee: University of the South,9,0,"Na, Tommy ",unknown2,10/26/2019,139654,CSA Men,5,"11-6,11-8,12-14,11-9","Richmond, University of",Sewanee: University of the South,25389,25385,10/26/2019,5,139654
"Richmond, University of",Sewanee: University of the South,9,0,"Massie, Hampton ",unknown2,10/26/2019,139654,CSA Men,6,"11-3,11-6,11-4","Richmond, University of",Sewanee: University of the South,25389,25385,10/26/2019,6,139654
"Richmond, University of",Sewanee: University of the South,9,0,"Kichline, Andrew ",unknown2,10/26/2019,139654,CSA Men,7,"11-3,11-4,11-3","Richmond, University of",Sewanee: University of the South,25389,25385,10/26/2019,7,139654
"Richmond, University of",Sewanee: University of the South,9,0,unknown1,unknown2,10/26/2019,139654,CSA Men,8,"11-0,11-0,11-0","Richmond, University of",Sewanee: University of the South,25389,25385,10/26/2019,8,139654
"Richmond, University of",Sewanee: University of the South,9,0,unknown1,unknown2,10/26/2019,139654,CSA Men,9,"11-0,11-0,11-0","Richmond, University of",Sewanee: University of the South,25389,25385,10/26/2019,9,139654
"Richmond, University of",Sewanee: University of the South,9,0,unknown1,unknown2,10/26/2019,139654,CSA Men,10,"11-0,11-0,11-0","Richmond, University of",Sewanee: University of the South,25389,25385,10/26/2019,10,139654
"Richmond, University of",Duke University,5,4,"Jalan, Yash ","Hill, Carson ",10/26/2019,139655,CSA Men,1,"11-5,11-7,11-9","Richmond, University of",Duke University,25389,25384,10/26/2019,1,139655
"Richmond, University of",Duke University,5,4,"Jain, Rishabh ","Manges, Teddy ",10/26/2019,139655,CSA Men,2,"11-2,14-11,11-7",Duke University,"Richmond, University of",25389,25384,10/26/2019,2,139655
"Richmond, University of",Duke University,5,4,"McDaniel, Griffin ","Putterman, Benjamin ",10/26/2019,139655,CSA Men,3,"9-11,11-9,11-7,11-4",Duke University,"Richmond, University of",25389,25384,10/26/2019,3,139655
"Richmond, University of",Duke University,5,4,"Gowen, Francis ","Deakin, Alec J",10/26/2019,139655,CSA Men,4,"11-4,11-5,11-3","Richmond, University of",Duke University,25389,25384,10/26/2019,4,139655
"Richmond, University of",Duke University,5,4,"Buchanan, Ian D.","Na, Tommy ",10/26/2019,139655,CSA Men,5,"11-6,11-8,12-14,11-9",Duke University,"Richmond, University of",25389,25384,10/26/2019,5,139655
"Richmond, University of",Duke University,5,4,"Massie, Hampton ","Luthria, Manith ",10/26/2019,139655,CSA Men,6,"11-5,11-6,11-4","Richmond, University of",Duke University,25389,25384,10/26/2019,6,139655
"Richmond, University of",Duke University,5,4,"Kichline, Andrew ","Shahid, Maryam ",10/26/2019,139655,CSA Men,7,"11-8,11-4,11-3","Richmond, University of",Duke University,25389,25384,10/26/2019,7,139655
"Richmond, University of",Duke University,5,4,unknown1,unknown2,10/26/2019,139655,CSA Men,8,"0-11,0-11,0-11",Duke University,"Richmond, University of",25389,25384,10/26/2019,8,139655
