HomeTeam,VisitingTeam,Home_Matches_Wo,Visitor_Matches_won,winner,loser,matchdate,scorecrdid,descr,positionplayed,score,winnersTeamName,losersTeamName,hteamid,vteamid,MatchdateOrderBy,PositionOrderBy,ScoreCardIDOrderBy
Boston University,Boston College,0,9,"Stevenson, Samantha S.","Essig, Normandie ",10/23/2019,139665,CSA Women,1,"11-6,11-4,11-1",Boston College,Boston University,25461,25447,10/23/2019,1,139665
Boston University,Boston College,0,9,"Didizian, Sabrina ","Zhao, Rose ",10/23/2019,139665,CSA Women,2,"11-3,11-8,11-2",Boston College,Boston University,25461,25447,10/23/2019,2,139665
Boston University,Boston College,0,9,"Setteducate, Kate A","Valcourt, Arabella ",10/23/2019,139665,CSA Women,3,"11-3,11-3,11-5",Boston College,Boston University,25461,25447,10/23/2019,3,139665
Boston University,Boston College,0,9,"Kacha, Caroline ","Loring, Jackie ",10/23/2019,139665,CSA Women,4,"11-3,11-5,11-6",Boston College,Boston University,25461,25447,10/23/2019,4,139665
Boston University,Boston College,0,9,"Bergman, Claire E.","Patnana, Meghana ",10/23/2019,139665,CSA Women,5,"11-2,11-2,11-3",Boston College,Boston University,25461,25447,10/23/2019,5,139665
Boston University,Boston College,0,9,"Mactaggart, Kelli H.","Kuntz, Gaby ",10/23/2019,139665,CSA Women,6,"11-5,11-8,11-3",Boston College,Boston University,25461,25447,10/23/2019,6,139665
Boston University,Boston College,0,9,"Arturi, Abigail K.","Hess, Julia ",10/23/2019,139665,CSA Women,7,"11-2,11-6,11-3",Boston College,Boston University,25461,25447,10/23/2019,7,139665
Boston University,Boston College,0,9,"Fink, Grace ","Lara, Victoria ",10/23/2019,139665,CSA Women,8,"11-2,11-6,11-5",Boston College,Boston University,25461,25447,10/23/2019,8,139665
Boston University,Boston College,0,9,"Didizian, Christiana ","Aiache Reynaud, Elan ",10/23/2019,139665,CSA Women,9,"11-5,11-8,11-0",Boston College,Boston University,25461,25447,10/23/2019,9,139665
Boston University,Boston College,0,9,"Kozikowski, Kendall ","Garton, Chloe ",10/23/2019,139665,CSA Women,10,"11-4,11-7,11-1",Boston College,Boston University,25461,25447,10/23/2019,10,139665
Northeastern University,Wellesley College,8,1,"Manziaris, Linda E.","Coe, Eunbie ",10/25/2019,136545,CSA Women,1,"11-5,11-8,11-2",Northeastern University,Wellesley College,25425,25420,10/25/2019,1,136545
Northeastern University,Wellesley College,8,1,"Puertas, Sophia ","Quarrier, Isabelle H",10/25/2019,136545,CSA Women,2,"11-7,11-3,11-3",Wellesley College,Northeastern University,25425,25420,10/25/2019,2,136545
Northeastern University,Wellesley College,8,1,"Markgraf, Maggie ","Mankoff, Jill M.",10/25/2019,136545,CSA Women,3,"13-11,11-4,12-10",Northeastern University,Wellesley College,25425,25420,10/25/2019,3,136545
Northeastern University,Wellesley College,8,1,"Gribbel, Sabrina ","Cai, Jacquelyn ",10/25/2019,136545,CSA Women,4,"11-1,11-7,11-2",Northeastern University,Wellesley College,25425,25420,10/25/2019,4,136545
Northeastern University,Wellesley College,8,1,"Bair, Molly ","Yang, Cathy ",10/25/2019,136545,CSA Women,5,"11-3,11-3,11-4",Northeastern University,Wellesley College,25425,25420,10/25/2019,5,136545
Northeastern University,Wellesley College,8,1,"Ho, Ny ","Yu, Sharon ",10/25/2019,136545,CSA Women,6,"11-7,11-3,11-1",Northeastern University,Wellesley College,25425,25420,10/25/2019,6,136545
Northeastern University,Wellesley College,8,1,"Swope, Leah D.","Gan, Jingyuan Donna ",10/25/2019,136545,CSA Women,7,"11-4,11-4,11-3",Northeastern University,Wellesley College,25425,25420,10/25/2019,7,136545
Northeastern University,Wellesley College,8,1,"Jin, Jennifer ","Hau, Abby ",10/25/2019,136545,CSA Women,8,"11-3,11-3,11-2",Northeastern University,Wellesley College,25425,25420,10/25/2019,8,136545
Northeastern University,Wellesley College,8,1,"Zhao, Jacqueline ","Park, Christina ",10/25/2019,136545,CSA Women,9,"11-0,11-4,11-2",Northeastern University,Wellesley College,25425,25420,10/25/2019,9,136545
Northeastern University,Wellesley College,8,1,"Klein, Melissa ",unknown2,10/25/2019,136545,CSA Women,10,"11-4,11-1,11-7",Northeastern University,Wellesley College,25425,25420,10/25/2019,10,136545
Fordham University,Colgate University,3,6,"Johnson, Cristina ","Seebode, Julia ",10/26/2019,140652,CSA Women,1,"11-3,11-0,11-6",Colgate University,Fordham University,25455,25432,10/26/2019,1,140652
Fordham University,Colgate University,3,6,"Hong, Audrey ","Bergin, Emily ",10/26/2019,140652,CSA Women,2,"11-2,11-0,11-0",Colgate University,Fordham University,25455,25432,10/26/2019,2,140652
Fordham University,Colgate University,3,6,"Davidson, Grace ","Hirsch, Miranda ",10/26/2019,140652,CSA Women,3,"11-9,11-6,7-11,13-11",Fordham University,Colgate University,25455,25432,10/26/2019,3,140652
Fordham University,Colgate University,3,6,"Hogan, Jamie ","Popp, Katie ",10/26/2019,140652,CSA Women,4,"11-7,11-2,11-4",Colgate University,Fordham University,25455,25432,10/26/2019,4,140652
Fordham University,Colgate University,3,6,"Davis, Maggie ","Distefano, Olivia ",10/26/2019,140652,CSA Women,5,"11-8,11-1,11-4",Colgate University,Fordham University,25455,25432,10/26/2019,5,140652
Fordham University,Colgate University,3,6,"Westdyk, Caroline ","Gerstein, Samantha ",10/26/2019,140652,CSA Women,6,"5-11,11-9,11-5,11-7",Fordham University,Colgate University,25455,25432,10/26/2019,6,140652
Fordham University,Colgate University,3,6,"Carey, Charlotte G.","Gracheva, Elizaveta ",10/26/2019,140652,CSA Women,7,"11-9,11-1,11-9",Colgate University,Fordham University,25455,25432,10/26/2019,7,140652
Fordham University,Colgate University,3,6,"Manelski, Willis ","Olownia, Brooke ",10/26/2019,140652,CSA Women,8,"11-3,5-11,13-11,12-10",Colgate University,Fordham University,25455,25432,10/26/2019,8,140652
Fordham University,Colgate University,3,6,"Kelso, Sandy ",unknown2,10/26/2019,140652,CSA Women,9,"11-2,11-0,11-0",Fordham University,Colgate University,25455,25432,10/26/2019,9,140652
Fordham University,Colgate University,3,6,unknown1,unknown2,10/26/2019,140652,CSA Women,10,"11-0,11-0,11-0",Fordham University,Colgate University,25455,25432,10/26/2019,10,140652
Fordham University,New York University,6,3,"Wang, Rebecca ","Seebode, Julia ",10/26/2019,140653,CSA Women,1,"11-3,11-8,11-3",New York University,Fordham University,25455,25421,10/26/2019,1,140653
Fordham University,New York University,6,3,"Lim, Johanna ","Bergin, Emily ",10/26/2019,140653,CSA Women,2,"11-3,11-6,11-7",New York University,Fordham University,25455,25421,10/26/2019,2,140653
Fordham University,New York University,6,3,"Chan, Kristie ","Davidson, Grace ",10/26/2019,140653,CSA Women,3,"11-4,11-8,11-7",New York University,Fordham University,25455,25421,10/26/2019,3,140653
Fordham University,New York University,6,3,"Popp, Katie ","Grogan, Caroline ",10/26/2019,140653,CSA Women,4,"10-12,11-9,11-7,10-12,11-3",Fordham University,New York University,25455,25421,10/26/2019,4,140653
Fordham University,New York University,6,3,"Distefano, Olivia ","Abril, Paola ",10/26/2019,140653,CSA Women,5,"12-10,11-6,11-4",Fordham University,New York University,25455,25421,10/26/2019,5,140653
Fordham University,New York University,6,3,"Westdyk, Caroline ","Mai, Viola ",10/26/2019,140653,CSA Women,6,"11-5,11-7,11-1",Fordham University,New York University,25455,25421,10/26/2019,6,140653
Fordham University,New York University,6,3,"Gracheva, Elizaveta ","Zheng, Amber ",10/26/2019,140653,CSA Women,7,"11-2,11-9,11-4",Fordham University,New York University,25455,25421,10/26/2019,7,140653
Fordham University,New York University,6,3,"Olownia, Brooke ","Lin, Audrey ",10/26/2019,140653,CSA Women,8,"11-3,11-5,11-3",Fordham University,New York University,25455,25421,10/26/2019,8,140653
Fordham University,New York University,6,3,"Kelso, Sandy ",unknown2,10/26/2019,140653,CSA Women,9,"11-0,11-0,11-0",Fordham University,New York University,25455,25421,10/26/2019,9,140653
Fordham University,New York University,6,3,unknown1,unknown2,10/26/2019,140653,CSA Women,10,"11-0,11-0,11-0",Fordham University,New York University,25455,25421,10/26/2019,10,140653
New York University,Colgate University,1,8,"Johnson, Cristina ","Wang, Rebecca ",10/26/2019,141298,CSA Women,1,"4-11,11-6,11-8,11-9",Colgate University,New York University,25421,25432,10/26/2019,1,141298
New York University,Colgate University,1,8,"Hong, Audrey ","Lim, Johanna ",10/26/2019,141298,CSA Women,2,"11-4,11-4,11-4",Colgate University,New York University,25421,25432,10/26/2019,2,141298
New York University,Colgate University,1,8,"Chan, Kristie ","Hirsch, Miranda ",10/26/2019,141298,CSA Women,3,"10-12,11-2,11-6,12-10",New York University,Colgate University,25421,25432,10/26/2019,3,141298
New York University,Colgate University,1,8,"Hogan, Jamie ","Grogan, Caroline ",10/26/2019,141298,CSA Women,4,"11-4,11-5,11-0",Colgate University,New York University,25421,25432,10/26/2019,4,141298
New York University,Colgate University,1,8,"Davis, Maggie ","Abril, Paola ",10/26/2019,141298,CSA Women,5,"11-8,11-1,12-10",Colgate University,New York University,25421,25432,10/26/2019,5,141298
New York University,Colgate University,1,8,"Gerstein, Samantha ","Mai, Viola ",10/26/2019,141298,CSA Women,6,"11-2,11-5,11-4",Colgate University,New York University,25421,25432,10/26/2019,6,141298
New York University,Colgate University,1,8,"Carey, Charlotte G.","Mai, Viola ",10/26/2019,141298,CSA Women,7,"11-3,11-6,11-2",Colgate University,New York University,25421,25432,10/26/2019,7,141298
New York University,Colgate University,1,8,"Manelski, Willis ","Lin, Audrey ",10/26/2019,141298,CSA Women,8,"11-4,11-1,11-3",Colgate University,New York University,25421,25432,10/26/2019,8,141298
New York University,Colgate University,1,8,unknown1,unknown2,10/26/2019,141298,CSA Women,9,"11-7,11-7,11-7",Colgate University,New York University,25421,25432,10/26/2019,9,141298
New York University,Colgate University,1,8,unknown1,unknown2,10/26/2019,141298,CSA Women,10,"11-0,11-0,11-0",New York University,Colgate University,25421,25432,10/26/2019,10,141298
Franklin and Marshall College,"Richmond, University of",9,0,"Berling, Audrey C","Mascarenhas, Rose ",11/1/2019,136514,CSA Women,1,"11-0,11-1,11-4",Franklin and Marshall College,"Richmond, University of",25422,25464,11/1/2019,1,136514
Franklin and Marshall College,"Richmond, University of",9,0,"Knapp, Emily ","Gillis, Clarissa J.",11/1/2019,136514,CSA Women,2,"11-0,11-2,11-3",Franklin and Marshall College,"Richmond, University of",25422,25464,11/1/2019,2,136514
Franklin and Marshall College,"Richmond, University of",9,0,"Bartos, Emily S.","White, Lindsay ",11/1/2019,136514,CSA Women,3,"11-5,11-1,11-4",Franklin and Marshall College,"Richmond, University of",25422,25464,11/1/2019,3,136514
Franklin and Marshall College,"Richmond, University of",9,0,"Galambos, Katherine C.",unknown2,11/1/2019,136514,CSA Women,4,"11-1,11-0,11-0",Franklin and Marshall College,"Richmond, University of",25422,25464,11/1/2019,4,136514
Franklin and Marshall College,"Richmond, University of",9,0,"Mishra, Pratiksha ","Waters, Annie ",11/1/2019,136514,CSA Women,5,"11-2,11-2,11-1",Franklin and Marshall College,"Richmond, University of",25422,25464,11/1/2019,5,136514
Franklin and Marshall College,"Richmond, University of",9,0,"Quayle, Zoe A.",unknown2,11/1/2019,136514,CSA Women,6,"11-0,11-1,11-0",Franklin and Marshall College,"Richmond, University of",25422,25464,11/1/2019,6,136514
Franklin and Marshall College,"Richmond, University of",9,0,"Smith, Grace H.","Warren, Isabelle ",11/1/2019,136514,CSA Women,7,"11-0,11-2,11-1",Franklin and Marshall College,"Richmond, University of",25422,25464,11/1/2019,7,136514
Franklin and Marshall College,"Richmond, University of",9,0,"Bevan, Julia ",unknown2,11/1/2019,136514,CSA Women,8,"11-3,11-1,11-2",Franklin and Marshall College,"Richmond, University of",25422,25464,11/1/2019,8,136514
Franklin and Marshall College,"Richmond, University of",9,0,"Fairbanks, Mimi ",unknown2,11/1/2019,136514,CSA Women,9,"11-0,11-1,11-0",Franklin and Marshall College,"Richmond, University of",25422,25464,11/1/2019,9,136514
Franklin and Marshall College,"Richmond, University of",9,0,"Dianastasis, Paisley ",unknown2,11/1/2019,136514,CSA Women,10,"11-0,11-2,11-3",Franklin and Marshall College,"Richmond, University of",25422,25464,11/1/2019,10,136514
"Virginia, University of",Franklin and Marshall College,9,0,"Jinks, Emma ","Berling, Audrey C",11/2/2019,134985,CSA Women,1,"11-8,11-6,11-3","Virginia, University of",Franklin and Marshall College,25442,25422,11/2/2019,1,134985
"Virginia, University of",Franklin and Marshall College,9,0,"Haywood, Amanda D.","Knapp, Emily ",11/2/2019,134985,CSA Women,2,"11-9,11-5,11-13,11-2","Virginia, University of",Franklin and Marshall College,25442,25422,11/2/2019,2,134985
"Virginia, University of",Franklin and Marshall College,9,0,"Woodworth, Emily C.","Bartos, Emily S.",11/2/2019,134985,CSA Women,3,"11-4,11-2,11-2","Virginia, University of",Franklin and Marshall College,25442,25422,11/2/2019,3,134985
"Virginia, University of",Franklin and Marshall College,9,0,"Moya-Lopez, Maria ","Galambos, Katherine C.",11/2/2019,134985,CSA Women,4,"11-3,11-7,11-8","Virginia, University of",Franklin and Marshall College,25442,25422,11/2/2019,4,134985
"Virginia, University of",Franklin and Marshall College,9,0,"Thompson, Julia W","Mishra, Pratiksha ",11/2/2019,134985,CSA Women,5,"11-1,11-4,11-2","Virginia, University of",Franklin and Marshall College,25442,25422,11/2/2019,5,134985
"Virginia, University of",Franklin and Marshall College,9,0,"Maxwell, Sydney ","Quayle, Zoe A.",11/2/2019,134985,CSA Women,6,"11-5,11-6,11-3","Virginia, University of",Franklin and Marshall College,25442,25422,11/2/2019,6,134985
"Virginia, University of",Franklin and Marshall College,9,0,"Baldwin, Caroline C","Smith, Grace H.",11/2/2019,134985,CSA Women,7,"11-2,11-2,11-3","Virginia, University of",Franklin and Marshall College,25442,25422,11/2/2019,7,134985
"Virginia, University of",Franklin and Marshall College,9,0,"Arya, Tara ","Bevan, Julia ",11/2/2019,134985,CSA Women,8,"11-1,11-3,11-1","Virginia, University of",Franklin and Marshall College,25442,25422,11/2/2019,8,134985
"Virginia, University of",Franklin and Marshall College,9,0,"Doss, Sarah R.","Fairbanks, Mimi ",11/2/2019,134985,CSA Women,9,"11-2,11-0,11-1","Virginia, University of",Franklin and Marshall College,25442,25422,11/2/2019,9,134985
"Virginia, University of",Franklin and Marshall College,9,0,"Curran, Julia A","Dianastasis, Paisley ",11/2/2019,134985,CSA Women,10,"11-2,11-1,11-1","Virginia, University of",Franklin and Marshall College,25442,25422,11/2/2019,10,134985
"Virginia, University of","Richmond, University of",9,0,"Woodworth, Emily C.","Mascarenhas, Rose ",11/2/2019,134986,CSA Women,1,"11-3,11-4,11-3","Virginia, University of","Richmond, University of",25442,25464,11/2/2019,1,134986
"Virginia, University of","Richmond, University of",9,0,"Moya-Lopez, Maria ","Gillis, Clarissa J.",11/2/2019,134986,CSA Women,2,"11-3,11-4,11-2","Virginia, University of","Richmond, University of",25442,25464,11/2/2019,2,134986
"Virginia, University of","Richmond, University of",9,0,"Maxwell, Sydney ","White, Lindsay ",11/2/2019,134986,CSA Women,3,"11-2,11-2,11-2","Virginia, University of","Richmond, University of",25442,25464,11/2/2019,3,134986
"Virginia, University of","Richmond, University of",9,0,"Curran, Julia A","Keetley, Isabela ",11/2/2019,134986,CSA Women,4,"11-1,11-1,11-0","Virginia, University of","Richmond, University of",25442,25464,11/2/2019,4,134986
"Virginia, University of","Richmond, University of",9,0,"Seymour, Grace ","Barry, Molly ",11/2/2019,134986,CSA Women,5,"11-1,11-1,11-3","Virginia, University of","Richmond, University of",25442,25464,11/2/2019,5,134986
"Virginia, University of","Richmond, University of",9,0,"De Almeida, Giovanna ","Waters, Annie ",11/2/2019,134986,CSA Women,6,"11-0,11-2,11-2","Virginia, University of","Richmond, University of",25442,25464,11/2/2019,6,134986
"Virginia, University of","Richmond, University of",9,0,"Carroll, Eleanor ",unknown2,11/2/2019,134986,CSA Women,7,"11-1,11-1,11-2","Virginia, University of","Richmond, University of",25442,25464,11/2/2019,7,134986
"Virginia, University of","Richmond, University of",9,0,"Ezratty, Isabelle ","mason, julia ",11/2/2019,134986,CSA Women,8,"11-1,11-2,11-2","Virginia, University of","Richmond, University of",25442,25464,11/2/2019,8,134986
"Virginia, University of","Richmond, University of",9,0,"Lo, Lois E.","Warren, Isabelle ",11/2/2019,134986,CSA Women,9,"11-0,11-2,11-0","Virginia, University of","Richmond, University of",25442,25464,11/2/2019,9,134986
"Virginia, University of","Richmond, University of",9,0,unknown1,unknown2,11/2/2019,134986,CSA Women,10,"11-0,11-0,11-0","Virginia, University of","Richmond, University of",25442,25464,11/2/2019,10,134986
William Smith College,"Rochester, University of",9,0,"Fraser, Gabrielle ","Erdenebat, Maralmaa ",11/2/2019,137479,CSA Women,1,"11-0,11-0,11-1",William Smith College,"Rochester, University of",25429,25449,11/2/2019,1,137479
William Smith College,"Rochester, University of",9,0,"Ballo, Djeneba ","Sharma, Parinitha ",11/2/2019,137479,CSA Women,2,"11-3,11-3,11-3",William Smith College,"Rochester, University of",25429,25449,11/2/2019,2,137479
William Smith College,"Rochester, University of",9,0,"Welker, Natalia ","Rinaldi, Nicole ",11/2/2019,137479,CSA Women,3,"11-3,11-2,11-0",William Smith College,"Rochester, University of",25429,25449,11/2/2019,3,137479
William Smith College,"Rochester, University of",9,0,"Wachter, Molly K.","Saco, Sarah ",11/2/2019,137479,CSA Women,4,"11-1,11-4,11-1",William Smith College,"Rochester, University of",25429,25449,11/2/2019,4,137479
William Smith College,"Rochester, University of",9,0,"Griffis, Erin ","Li, Karlin ",11/2/2019,137479,CSA Women,5,"11-0,11-0,11-4",William Smith College,"Rochester, University of",25429,25449,11/2/2019,5,137479
William Smith College,"Rochester, University of",9,0,"Dreishpoon, Maia ","Shah, Fatima ",11/2/2019,137479,CSA Women,6,"11-2,11-1,11-2",William Smith College,"Rochester, University of",25429,25449,11/2/2019,6,137479
William Smith College,"Rochester, University of",9,0,"Vietor, Gretchen ","Cramer, Abigail ",11/2/2019,137479,CSA Women,7,"11-3,11-1,11-2",William Smith College,"Rochester, University of",25429,25449,11/2/2019,7,137479
William Smith College,"Rochester, University of",9,0,"Edwards, Ashley ","Shah, Zainab ",11/2/2019,137479,CSA Women,8,"11-3,11-3,11-1",William Smith College,"Rochester, University of",25429,25449,11/2/2019,8,137479
William Smith College,"Rochester, University of",9,0,"Arseneault, Saige ","Sattler, Hannah ",11/2/2019,137479,CSA Women,9,"11-1,11-1,11-1",William Smith College,"Rochester, University of",25429,25449,11/2/2019,9,137479
William Smith College,"Rochester, University of",9,0,unknown1,unknown2,11/2/2019,137479,CSA Women,10,"11-0,11-0,11-0",William Smith College,"Rochester, University of",25429,25449,11/2/2019,10,137479
William Smith College,Washington University in St. Louis,8,1,"Gonzalez Navarrine, Constanza ","Ballo, Djeneba ",11/2/2019,137480,CSA Women,1,"14-16,11-8,10-12,11-6,11-5",Washington University in St. Louis,William Smith College,25429,25451,11/2/2019,1,137480
William Smith College,Washington University in St. Louis,8,1,"Welker, Natalia ","Jones, Kate ",11/2/2019,137480,CSA Women,2,"11-7,11-8,11-8",William Smith College,Washington University in St. Louis,25429,25451,11/2/2019,2,137480
William Smith College,Washington University in St. Louis,8,1,"Wachter, Molly K.","Moran, Katy ",11/2/2019,137480,CSA Women,3,"11-3,11-6,11-2",William Smith College,Washington University in St. Louis,25429,25451,11/2/2019,3,137480
William Smith College,Washington University in St. Louis,8,1,"Griffis, Erin ","Yoshizawa, Aya ",11/2/2019,137480,CSA Women,4,"11-8,11-6,11-5",William Smith College,Washington University in St. Louis,25429,25451,11/2/2019,4,137480
William Smith College,Washington University in St. Louis,8,1,"Dreishpoon, Maia ","Mills, Virginia ",11/2/2019,137480,CSA Women,5,"11-6,11-7,11-2",William Smith College,Washington University in St. Louis,25429,25451,11/2/2019,5,137480
William Smith College,Washington University in St. Louis,8,1,"Vietor, Gretchen ","Hwang, Seonha ",11/2/2019,137480,CSA Women,6,"11-9,11-5,11-8",William Smith College,Washington University in St. Louis,25429,25451,11/2/2019,6,137480
William Smith College,Washington University in St. Louis,8,1,"Edwards, Ashley ","Gillespie, Annabel ",11/2/2019,137480,CSA Women,7,"11-3,11-3,11-3",William Smith College,Washington University in St. Louis,25429,25451,11/2/2019,7,137480
William Smith College,Washington University in St. Louis,8,1,"Arseneault, Saige ","Acselrod, Sarah ",11/2/2019,137480,CSA Women,8,"11-1,11-2,11-3",William Smith College,Washington University in St. Louis,25429,25451,11/2/2019,8,137480
William Smith College,Washington University in St. Louis,8,1,unknown1,unknown2,11/2/2019,137480,CSA Women,9,"11-0,11-0,11-0",William Smith College,Washington University in St. Louis,25429,25451,11/2/2019,9,137480
William Smith College,Washington University in St. Louis,8,1,unknown1,unknown2,11/2/2019,137480,CSA Women,10,"11-0,11-0,11-0",William Smith College,Washington University in St. Louis,25429,25451,11/2/2019,10,137480
William Smith College,Denison University,8,1,"Fraser, Gabrielle ","Ogden, Coco ",11/2/2019,137481,CSA Women,1,"11-1,11-2,11-3",William Smith College,Denison University,25429,25457,11/2/2019,1,137481
William Smith College,Denison University,8,1,"Little, Jaz'mene ","Ballo, Djeneba ",11/2/2019,137481,CSA Women,2,"11-7,11-8,13-11",Denison University,William Smith College,25429,25457,11/2/2019,2,137481
William Smith College,Denison University,8,1,"Welker, Natalia ","Cruickshank, Lindsey ",11/2/2019,137481,CSA Women,3,"11-7,9-11,11-5,11-5",William Smith College,Denison University,25429,25457,11/2/2019,3,137481
William Smith College,Denison University,8,1,"Wachter, Molly K.","Duffy, Paige ",11/2/2019,137481,CSA Women,4,"11-2,11-2,12-10",William Smith College,Denison University,25429,25457,11/2/2019,4,137481
William Smith College,Denison University,8,1,"Griffis, Erin ","Stanchina, Natalie ",11/2/2019,137481,CSA Women,5,"12-10,11-7,11-6",William Smith College,Denison University,25429,25457,11/2/2019,5,137481
William Smith College,Denison University,8,1,"Dreishpoon, Maia ","Kaufman, Maddie Kate ",11/2/2019,137481,CSA Women,6,"11-5,11-8,11-9",William Smith College,Denison University,25429,25457,11/2/2019,6,137481
William Smith College,Denison University,8,1,"Vietor, Gretchen ","Sigg, Chloe ",11/2/2019,137481,CSA Women,7,"6-11,13-11,11-5,11-2",William Smith College,Denison University,25429,25457,11/2/2019,7,137481
William Smith College,Denison University,8,1,"Edwards, Ashley ","Pearce, Zoe E.",11/2/2019,137481,CSA Women,8,"11-3,11-6,11-6",William Smith College,Denison University,25429,25457,11/2/2019,8,137481
William Smith College,Denison University,8,1,"Arseneault, Saige ","Morrow, Raqiyah ",11/2/2019,137481,CSA Women,9,"8-11,11-7,11-2,11-9",William Smith College,Denison University,25429,25457,11/2/2019,9,137481
William Smith College,Denison University,8,1,"Spire, Sarah ",unknown2,11/2/2019,137481,CSA Women,10,"11-0,11-0,11-0",Denison University,William Smith College,25429,25457,11/2/2019,10,137481
Vassar College,Fordham University,9,0,"Coss, Claire D.","Seebode, Julia ",11/2/2019,138280,CSA Women,1,"11-4,11-4,11-6",Vassar College,Fordham University,25417,25455,11/2/2019,1,138280
Vassar College,Fordham University,9,0,"Weiss, Claire M.","Bergin, Emily ",11/2/2019,138280,CSA Women,2,"11-4,11-0,12-10",Vassar College,Fordham University,25417,25455,11/2/2019,2,138280
Vassar College,Fordham University,9,0,"Nemphos, Sydney M.","Davidson, Grace ",11/2/2019,138280,CSA Women,3,"11-3,11-1,11-4",Vassar College,Fordham University,25417,25455,11/2/2019,3,138280
Vassar College,Fordham University,9,0,"Pilkington, Alessandra ","Popp, Katie ",11/2/2019,138280,CSA Women,4,"11-3,11-6,6-2",Vassar College,Fordham University,25417,25455,11/2/2019,4,138280
Vassar College,Fordham University,9,0,"Pihlstrom, Nicole ","Gracheva, Elizaveta ",11/2/2019,138280,CSA Women,5,"11-5,11-6,11-3",Vassar College,Fordham University,25417,25455,11/2/2019,5,138280
Vassar College,Fordham University,9,0,"Bronson, Isabel ","Westdyk, Caroline ",11/2/2019,138280,CSA Women,6,"11-8,11-1,11-4",Vassar College,Fordham University,25417,25455,11/2/2019,6,138280
Vassar College,Fordham University,9,0,"Henderson, Samantha ","Distefano, Olivia ",11/2/2019,138280,CSA Women,7,"11-7,11-1,11-1",Vassar College,Fordham University,25417,25455,11/2/2019,7,138280
Vassar College,Fordham University,9,0,"Berkson, Odie ","Olownia, Brooke ",11/2/2019,138280,CSA Women,8,"11-9,11-3,11-2",Vassar College,Fordham University,25417,25455,11/2/2019,8,138280
Vassar College,Fordham University,9,0,"Bisbee, Lucie ","Amaturo, Gabriella ",11/2/2019,138280,CSA Women,9,"8-11,11-8,11-5,11-7",Vassar College,Fordham University,25417,25455,11/2/2019,9,138280
Vassar College,Fordham University,9,0,"Bisbee, Lucie ","Kelso, Sandy ",11/2/2019,138280,CSA Women,10,"11-6,11-4,11-5",Vassar College,Fordham University,25417,25455,11/2/2019,10,138280
Vassar College,Bard College,9,0,"Weiss, Claire M.","Jaramillo, Pam ",11/2/2019,138281,CSA Women,1,"11-2,11-9,11-2",Vassar College,Bard College,25417,25462,11/2/2019,1,138281
Vassar College,Bard College,9,0,"Nemphos, Sydney M.","Bahl, Riti ",11/2/2019,138281,CSA Women,2,"11-1,11-1,11-3",Vassar College,Bard College,25417,25462,11/2/2019,2,138281
Vassar College,Bard College,9,0,"Pilkington, Alessandra ","Russell, Nadia ",11/2/2019,138281,CSA Women,3,"11-3,11-0,11-2",Vassar College,Bard College,25417,25462,11/2/2019,3,138281
Vassar College,Bard College,9,0,"Pihlstrom, Nicole ","Lerman, Jackie ",11/2/2019,138281,CSA Women,4,"11-9,11-2,11-7",Vassar College,Bard College,25417,25462,11/2/2019,4,138281
Vassar College,Bard College,9,0,"Bronson, Isabel ","Yost, Marlaina ",11/2/2019,138281,CSA Women,5,"11-1,11-4,11-1",Vassar College,Bard College,25417,25462,11/2/2019,5,138281
Vassar College,Bard College,9,0,"Henderson, Samantha ","Zaki, Justine ",11/2/2019,138281,CSA Women,6,"11-4,11-0,11-6",Vassar College,Bard College,25417,25462,11/2/2019,6,138281
Vassar College,Bard College,9,0,"Berkson, Odie ","Chen, Siren ",11/2/2019,138281,CSA Women,7,"11-2,11-4,11-1",Vassar College,Bard College,25417,25462,11/2/2019,7,138281
Vassar College,Bard College,9,0,"Bisbee, Lucie ","Wang, Ophelia ",11/2/2019,138281,CSA Women,8,"11-4,11-3,11-5",Vassar College,Bard College,25417,25462,11/2/2019,8,138281
Vassar College,Bard College,9,0,"Lewis, Caitlin ","Orr, Cameron ",11/2/2019,138281,CSA Women,9,"11-5,11-4,11-4",Vassar College,Bard College,25417,25462,11/2/2019,9,138281
Vassar College,Bard College,9,0,"Schrope, Shannon ",unknown2,11/2/2019,138281,CSA Women,10,"11-0,11-0,11-0",Vassar College,Bard College,25417,25462,11/2/2019,10,138281
"Rochester, University of",Washington University in St. Louis,1,8,"Gonzalez Navarrine, Constanza ","Erdenebat, Maralmaa ",11/2/2019,139385,CSA Women,1,"11-0,11-6,11-5",Washington University in St. Louis,"Rochester, University of",25449,25451,11/2/2019,1,139385
"Rochester, University of",Washington University in St. Louis,1,8,"Jones, Kate ","Sharma, Parinitha ",11/2/2019,139385,CSA Women,2,"11-8,11-7,11-5",Washington University in St. Louis,"Rochester, University of",25449,25451,11/2/2019,2,139385
"Rochester, University of",Washington University in St. Louis,1,8,"Moran, Katy ","Rinaldi, Nicole ",11/2/2019,139385,CSA Women,3,"11-3,11-6,11-5",Washington University in St. Louis,"Rochester, University of",25449,25451,11/2/2019,3,139385
"Rochester, University of",Washington University in St. Louis,1,8,"Yoshizawa, Aya ","Saco, Sarah ",11/2/2019,139385,CSA Women,4,"11-2,8-11,11-3,11-0",Washington University in St. Louis,"Rochester, University of",25449,25451,11/2/2019,4,139385
